f1_wt_fetal_rpf,f1_wt_fetal_rna,m1_wt_fetal_rpf,m1_wt_fetal_rna,m1_ko_fetal_rpf,m1_ko_fetal_rna,m2_ko_fetal_rpf,m2_ko_fetal_rna,gene_id
1.4871796495707656,0.3129467086928476,1.1705206242006954,0,1.0737115318683446,6.510665504789931,0,0.080159114432284,ENSGALG00010000062
1017.6694076389695,50.026336846332605,1084.701203435981,51.5919616333099,913.6872170225815,35.057429641176554,1198.3043059286515,51.0628974147963,ENSGALG00010000063
20.509813242319833,22.864944385128826,13.910236291117418,15.99796175135575,385.6287896146871,81.72719198794402,40.4975262664942,35.84580117218334,ENSGALG00010000069
0.7465761293025932,4.536313360193762,0.8814161326812465,7.0380017618701025,1.6170354395607598,7.648070924301424,0.4745542770954098,14.546947724533469,ENSGALG00010000071
1.7212727425587566,0.2716551290736524,0.5080384653648851,0.3255317172950034,1.7087423105543675,0.48980701135572396,0.5470556249849863,0.2087476938340729,ENSGALG00010000075
3.098290936605762,5.476567402124832,1.8289384753135867,6.382424931088498,3.355348537088577,12.695797734340365,2.363280299935141,12.775358862645264,ENSGALG00010000076
0,0,0,0,0,0,0,0,ENSGALG00010000078
0,0,0,0,0,0,0,0,ENSGALG00010000079
0,0,0,0,0,0,0,0,ENSGALG00010000080
122.92678634965561,11.312600618288744,155.0148934752272,10.8761432632383,132.76297995399125,5.2789179768567,192.89477042713852,12.023867164842601,ENSGALG00010000081
240.11754758694656,17.72549717205582,208.04175156692045,19.945077909651555,102.75754894833766,12.207497821481121,305.2570387416224,22.857872474830984,ENSGALG00010000082
0,0,0,0,0,0,0,0,ENSGALG00010000083
24.362629586985477,7.355585033378896,27.19959783799693,6.1947337445013675,14.052314386097459,4.312620313001878,26.931969230030102,6.551466083407829,ENSGALG00010000085
8.529707841667685,1.0690234229133204,7.7007935802677325,0.7883321811541409,8.42233236030331,3.163076358602396,7.654349149587501,1.5009550779324434,ENSGALG00010000084
0,0.19222770804228964,0,0.10631616093097068,0,0.279942619984825,0,0.1477133558334472,ENSGALG00010000088
6.860501359627045,1.466937696997723,6.531923126119952,1.5453813392466098,5.272690558282049,1.220749782148112,15.192516213868764,1.109344887232502,ENSGALG00010000089
0,0,0,0,0,0,0,0,ENSGALG00010000091
0,0,0,0,0,0,0,0,ENSGALG00010000093
8.30388974159825,4.537430550342725,9.15625330245487,4.677171840905668,14.3376460876857,10.638476820405797,13.046342995849281,5.636979444116053,ENSGALG00010000092
16.46710697489391,7.150664042712915,12.024357410663825,5.267590156356723,22.781321864718137,10.32605550490876,20.69231599021552,6.91079922812894,ENSGALG00010000098
0,0,0,0,0,0,0,0,ENSGALG00010000101
0.9682159176893005,0,0,0,1.0485464178401802,0.2543228712808567,0,0.31312154075110943,ENSGALG00010000106
0.5309571161521971,0.6062948142833331,0.8112227108245748,0.7088190618520237,0.37206485794328975,0.607093305638174,0.7147017036094176,0.5706892597560542,ENSGALG00010000105
0,0,0,0,0,0,0,0,ENSGALG00010000107
0,0.0782366771732119,0,0,0,0.3906399302873959,0,0.40079557216142003,ENSGALG00010000111
0,0.05873624412403295,0,0.0324854936177966,0,0.1466366104682417,0,0.030089757669776278,ENSGALG00010000118
54.877477843939694,10.08632438649111,38.60342464499526,9.939482193014173,19.067294269802247,6.877040593159107,71.07282082830774,10.075349945939758,ENSGALG00010000121
237.4737963386452,52.411546459599286,252.32779922889242,65.03556917500103,167.56650778035166,21.73470670012207,242.93200687956042,40.79954926194096,ENSGALG00010000123
95.79409732566795,9.679792966583616,69.0517587618395,8.22363641241946,95.52471855588907,8.719641301057944,114.94866764990653,8.33286712529483,ENSGALG00010000124
0,0.4924970685364058,0,0.07782495953040482,0,1.0538847040127586,0,0.21625660368421948,ENSGALG00010000125
107.86642520034874,16.66151458318401,128.25148814544656,15.224868008874008,91.96140434983505,12.860573836622086,136.15606666292996,15.83389914711783,ENSGALG00010000126
54.3835033598311,8.005229626372948,43.83278708768427,6.709693662804901,101.36833555086164,6.7991127106983456,73.1254101245754,8.624714843979925,ENSGALG00010000127
120.71263389373097,9.525569461024174,85.508811832843,7.375683664586092,118.52659767377828,8.032639259156408,137.09071869753632,7.677577518676552,ENSGALG00010000131
142.14490766628074,48.51252088265048,141.87036711627889,49.27457281689765,111.1837988151847,29.479737486795134,179.93009836944614,42.712040448729326,ENSGALG00010000133
14.116166411336135,5.929999400482141,14.582491025950874,5.146093973906634,14.388094229391552,3.4898039556662948,15.570467637763631,4.984769050751329,ENSGALG00010000134
0.8621331301859511,0.2551195994778649,0.8906135184135725,0.3574534228170419,0.8169544264215665,0.22645793060138888,2.6030333738416043,0.7144616721138357,ENSGALG00010000137
0.7483794532864159,0.6141768135578228,0.7068361257250576,0.2090370893666912,0.9725647933590077,1.4153620662586806,0.5708406521582466,0.580863148060029,ENSGALG00010000138
1.3924903085868592,0.4238343265804015,1.9962731351737382,0.7119172461697865,3.123759472730938,1.1234294410351806,2.1495861476135576,0.6433315765030819,ENSGALG00010000142
96.83110740448474,46.71133305427639,79.80822437732014,45.79568632101562,87.38745575709805,39.91181924926505,130.06751527898564,52.04433903865122,ENSGALG00010000140
22.82951216446351,22.586904478024795,29.519708724359642,23.64481293670819,4.847768784235301,5.022417404365814,19.51108606757598,18.70586145614058,ENSGALG00010000143
0,0,0,0.0655616325740986,0,0.4932322352113584,0,0,ENSGALG00010000144
44.795220359667226,70.03858130246121,42.46206809818956,65.32208045507785,28.45007063790139,52.458093785315725,55.91444066280113,82.63781082480328,ENSGALG00010000141
4.478202026018412,2.9256572556369154,5.1640615773560095,2.218076745742193,5.639241238804331,6.346531080299429,3.707106352839437,3.0143868662560585,ENSGALG00010000145
18.660161322739246,6.862378999212832,22.030395270822744,7.529343740931635,89.41241272128082,21.825526408102608,14.099115425749421,5.323066192768859,ENSGALG00010000146
70.46398815823389,9.556051283299452,72.3214528524001,13.290279517520844,61.73841308242981,10.324055300452605,83.72764491198785,12.0238671648426,ENSGALG00010000148
19.65812180467104,8.430676419527144,14.967864303715787,5.943501104734663,9.873209488444548,6.061654090666488,15.21191917199631,8.200185269509515,ENSGALG00010000147
241.46184737349034,24.52978463023741,184.40536693244425,19.400283093517356,216.01789342082654,23.944183054805947,349.60923445321504,23.186520703553228,ENSGALG00010000149
10.370848323366566,31.834798556882244,15.611022969203836,33.53930128314714,5.896428391536411,17.706830870767597,9.558595355386206,29.011562336370574,ENSGALG00010000150
10.222787354282971,2.879268576171504,8.726914552257723,3.541825759745403,8.856757559827715,2.9744157128481916,8.597381801794507,3.178898890874207,ENSGALG00010000152
1.4029996694063827,1.513067813255513,0.9662316473354796,1.1021776344060725,110.28334248317547,172.87045342671001,1.634973792407959,3.1761158548640833,ENSGALG00010000151
26.707584564267727,152.69147067557222,33.77460489335482,152.53466680512662,5.258808610087718,92.22518513173472,8.052062350715984,139.52738530014682,ENSGALG00010000153
44.56334470498576,24.795482332454952,38.59492215622371,27.739797845426676,16.908843021548734,14.78143218279079,32.461505432179976,23.484937397647514,ENSGALG00010000155
0,0,0,0,0,0,0,0,ENSGALG00010000154
0,0,0,0,0,0,0,0,ENSGALG00010000156
0,0,0,0,0,0,0,0,ENSGALG00010000157
0.837375928812368,0.2643130985581483,0,0,0,0,0,0,ENSGALG00010000159
4.211269234221423,1.8989484750779586,7.45780737506511,3.0982645296546107,18.24267165795731,3.0815043044515447,9.56019538808714,2.1401705309590393,ENSGALG00010000161
0,0,0,0,0,0,0,0,ENSGALG00010000167
604.8848795439593,138.8571488902039,605.1242796467999,145.71615568339885,838.6149257597541,95.18075564121703,791.4119679915251,183.14499655058268,ENSGALG00010000166
52.32383448956618,11.118697897022852,59.49741762015983,11.042102349305653,56.66501471348758,9.92808951456556,63.73992510198513,10.539593106112031,ENSGALG00010000171
3.9780525605802373,5.2882198459671,6.442680390405062,7.167262425230161,8.892364024218285,11.480741435401175,9.336415999743767,7.438633870156397,ENSGALG00010000174
0,0,0,0,0,0,0,0,ENSGALG00010000172
24.637012266985572,5.042966540682935,26.618767206973644,3.883934305624612,28.9449343681376,4.314296418836701,35.11701650506032,6.301665321333171,ENSGALG00010000173
0.3725399923774463,0.25477875832959784,0.4398248838429466,0.13007217685041603,0.806897443788836,0.9459383749444288,1.1050742885468259,0.4417586466709038,ENSGALG00010000175
185.8974561963457,51.80851390190371,193.12719376227992,40.598455599791144,219.2959936740034,35.8958566893552,250.39517463598517,51.20282718758618,ENSGALG00010000177
4.378019801725533,1.4881976636208782,7.156715772966208,3.027771591295667,15.317895495404368,5.484528006752387,8.348544537814355,2.8044798867273277,ENSGALG00010000176
0,0.24048158967175787,0,0.3251212107158168,0,1.0673222138999887,0,0.30114421405571173,ENSGALG00010000178
0,0,0,0,0,0,0,0,ENSGALG00010000180
0,0,0,0,0,0,0,0,ENSGALG00010000185
0,0,0,0,0,0,0,0,ENSGALG00010000184
0,0,0,0,0,0,0,0,ENSGALG00010000188
135.49978596848933,125.2098196366508,145.9974620814724,107.08083722594453,87.59839017232694,84.75171666510192,98.38451031567905,127.5614561615055,ENSGALG00010000186
0,0,0,0,0,0,0,0,ENSGALG00010000190
1.163998804912662,0.34579746816889234,0.40418529841184236,0.32273709736752404,0.8898161866312247,0.2877642212061848,0.08704531491473816,0.2435774195456144,ENSGALG00010000191
0,0,0,0,0,0,0,0,ENSGALG00010000192
2.2950303234116753,0.32927894433169985,3.941146882830624,0.36423129207832555,3.615190342991059,0.27401790845075463,2.652390909018116,0.3711070112605741,ENSGALG00010000189
1.351279536214351,0.8733585458068825,0.9116204238323172,1.3592294852979008,0.48779729511152725,0.42255098032125726,0.49081626166877285,1.1861551201038911,ENSGALG00010000196
0,0,0,0,0,0,0,0,ENSGALG00010000197
0,0,0,0,0,0,0,0,ENSGALG00010000198
3.3067606283959408,3.2220441295232276,3.225042323058761,2.710692093898926,1.2456050253693092,0.6420029790106081,4.386599164612791,2.4642883207140676,ENSGALG00010000200
0,0.2274322010849183,0.21266726457134727,0.06289342659724574,0,0.8990017775509351,0,0,ENSGALG00010000201
1.642467484465705,0.5184358125935727,0.17628322653624928,0.23460005872900336,1.9404425274729116,0.2745461357441537,0.37964342167632786,0.26558742733588075,ENSGALG00010000202
0,0.02187826542875053,0,0,0,0,0,0,ENSGALG00010000203
0.14931522586051862,0,0,0,0,0.0392208765348791,0,0.07243293472796747,ENSGALG00010000204
17.55405629804964,6.8429388320762525,15.33614132274282,7.232209553641358,16.919321235177527,9.129686756008544,17.62975861141418,8.28840701636931,ENSGALG00010000205
0,0.031046300465560277,0,0.03434180753881355,0,0.10334389690142748,0.25008257142170803,0.0318091723937635,ENSGALG00010000206
0.39021296430803043,0.4187731460782752,0.46068979227042484,0.5585950180903992,0.08451759539265935,3.8539203869663314,0.19842823677037286,0.6940729366775221,ENSGALG00010000210
0,0,0,0,0,0.1421542686635356,0,0,ENSGALG00010000211
0,0.03216968633766936,0,0.0355844387326522,0,0.053541657111759296,0,0.032960162184327305,ENSGALG00010000213
280.67807867862996,258.24137144062746,285.29559558362064,265.54736467676383,226.076311457819,114.85717744632623,270.3495458794699,210.4820705602213,ENSGALG00010000215
18.336823910523897,19.10012756499076,22.395165003839836,18.01473104036048,13.695300151381947,18.834425210285158,14.469063060827393,18.608365850351646,ENSGALG00010000221
4.970520219153628,3.5562125987823583,3.91216786163334,1.4462124832521748,3.2297472549515707,2.1325040757667555,6.318931283249039,2.491576752072999,ENSGALG00010000223
2.540739720223404,0.9579092022916036,1.8331046221821825,0.2710577747653507,32.25414766859634,13.384682501305042,7.895545421195611,1.3922853019274843,ENSGALG00010000224
0,0.04793914042476219,0.35861538731638953,0,0,0.31915026984264366,0,0.24558552215773286,ENSGALG00010000225
15.063513945928564,1.9991416128514086,13.742300146002638,3.22737097367524,5.561351166445154,3.057494850315713,13.492023811784414,2.9340007354358093,ENSGALG00010000226
12.715529277399368,1.4132347755276715,10.360460727209912,1.2505976155752911,5.818523474720075,1.8346528517832896,16.392695722093464,1.3610832291608916,ENSGALG00010000227
0,0,0,0,0,0.2677082855587965,0,0,ENSGALG00010000228
0,0,0,0,0,0,0,0,ENSGALG00010000229
3.5818392330702444,0.7348820832743892,4.228759480493841,0.6878286885664101,15.322111816762863,1.8816952325982457,10.700787485255455,1.2162871409522864,ENSGALG00010000230
0,0,0,0,0,0.1345178823303705,0,0,ENSGALG00010000231
87.49947268203208,18.4288655401724,74.99566813346163,14.242358674262727,64.07198211525925,12.268842031639316,79.96358803800645,19.88872500047248,ENSGALG00010000232
0,0,0,0,0,0,0,0,ENSGALG00010000234
0.22698102099675913,0.5731624701334205,0.5359526667585601,0.4755019505374184,0,0.5962147898159278,0,0.33032602101215935,ENSGALG00010000233
573.8573647800238,20.693034179871265,515.283535653567,22.105672200527593,452.2426289119386,2.123043099388021,1078.8888325790863,26.13884166270131,ENSGALG00010000235
0,0,0,0,0,0,0,0,ENSGALG00010000238
0,0,0,0,0,0,0,0,ENSGALG00010000239
0,0,0,0,0,0,0,0,ENSGALG00010000242
0,0,0,0,0,0,0,0,ENSGALG00010000241
0,0,0,0,0,0,0,0,ENSGALG00010000244
0,0,0,0,0,0,0,0,ENSGALG00010000246
0,0.21697969105090462,0.23187809512692062,0.24001168184812638,1.0635019134987564,1.8314471110938395,0.2496862440501998,0.2381907124572623,ENSGALG00010000247
0,0,0,0,0,0,0,0,ENSGALG00010000248
0,0,0,0,0,0,0,0,ENSGALG00010000252
0,0,0,0,0,0,0,0,ENSGALG00010000253
0,0,0,0,0,0,0,0,ENSGALG00010000254
1452.7541947195905,62.15469353205166,922.5978531026313,79.0891827618876,1354.8151759755428,30.383105689019672,1392.584798961781,64.57261995933989,ENSGALG00010000255
0.15003830201480686,0.047358763422041095,0,0.13096452027513641,0,0,0,0.09704493272673607,ENSGALG00010000256
0,0,0,0,0,0,0,0,ENSGALG00010000257
0,0,0,0,0,0,0,0,ENSGALG00010000258
0,0,0,0,0,0,0,0,ENSGALG00010000259
0,0,0,0,0,0,0,0,ENSGALG00010000260
0,0.32064211956234384,0.2998259795596043,0.5763512371780389,0.27502856861381775,0.2668305534749972,0.6457049999822789,0.12319536029551846,ENSGALG00010000261
261.4044989744339,268.4856041472634,0.6950835060574201,0.2312565899585188,3.8255755292221303,0.3092952733866951,0.5613492398895822,0.3332029697303967,ENSGALG00010000262
0,0,0,0,0,0,0,0,ENSGALG00010000265
0,0,0,0,0,0,0,0,ENSGALG00010000266
11.883855647254977,21.18253306220725,10.139481635904492,19.578151019851088,9.246810634039429,33.156652691597394,7.426908275380378,18.376525427868497,ENSGALG00010000263
0,0,0,0,0,0,0,0,ENSGALG00010000268
41.680333315975204,12.655933072137218,31.246314616610633,10.541002638799766,40.50446315871632,12.280347339597375,60.03900506229088,17.989673379623838,ENSGALG00010000267
0,0.37014364200473754,0.29146429885475483,0.5387285545182404,0.13367922458520226,0.32423632991981727,0.3138486454097133,0.15967951082128287,ENSGALG00010000269
0,0,0,0,0,0,0,0,ENSGALG00010000270
4.328949412423221,2.030093419664181,2.4823915433397983,1.0580155675879983,1.2055144444629617,0.3573718590453555,2.0440880837762365,1.0599882896484663,ENSGALG00010000271
1.437351465435663,0.4032818410990304,0.9427517913987561,0.5297312322675235,1.2106927711144349,1.38435542305456,0.8121238144107015,0.18077119878414563,ENSGALG00010000272
0,0,0,0,0,0,0,0,ENSGALG00010000275
0,0,0,0,0,0,0,0,ENSGALG00010000277
16.136931961488344,16.503049091224383,22.404496322591434,25.939869688145695,4.613604238496793,13.69952533299548,14.934618562090128,25.634216802824156,ENSGALG00010000279
0,0,0,0,0,0,0,0,ENSGALG00010000280
0,0,0,0,0,0,0,0,ENSGALG00010000278
0,0,0,0.04470111311870359,0,0,0,0,ENSGALG00010000283
0,0,0,0,0,0,0,0,ENSGALG00010000282
18.360242587293403,19.86100832560703,20.321538614595404,16.693934220256587,6.213608402015883,16.37713699507344,17.992051666172884,22.451974181264735,ENSGALG00010000284
5.079165469845511,4.451992506231005,4.520453230283265,4.0787933707984285,9.054786720516462,12.253680032659485,4.4702653844927,5.117345735352305,ENSGALG00010000281
23.47773256309956,0.7896559031457723,10.451077001791925,0.403142958064333,91.28215274812402,2.527432261176216,19.082387515004243,0.8090593847978976,ENSGALG00010000285
16.150056268444082,6.363056923514461,18.2555781269748,4.758974697199356,19.474666185689706,7.310959878299229,25.91890901962139,6.889831462294281,ENSGALG00010000286
8.786198178434251,12.212317145818524,10.555067817730151,11.490410007482877,1.3354621043138613,3.4010939204126505,3.91920447750438,8.324982655591686,ENSGALG00010000287
47.63358854917702,2.5945836817646803,28.118373838154458,1.9133292771624693,27.162345300240858,1.273344443964017,58.948034692259746,2.8969067715748897,ENSGALG00010000289
11.344136106469914,7.892971860486436,7.992605148023942,6.9633422943612,7.199468317768797,5.895484512211354,9.381788592262208,6.479396921999335,ENSGALG00010000288
44.81265091699683,1.4550939093633701,37.21162018977124,2.4704712066848917,46.44081020191802,1.1827333529462676,64.32919847574317,1.5601903760608913,ENSGALG00010000292
0,0,0,0,0.24854433608063528,0,0,0,ENSGALG00010000293
1.7490352061484138,0.5915071358861786,0.5899801533269634,0.34895707660407316,0.27059262395875616,0.7875805046116853,0.31764520160418563,1.0908750451974134,ENSGALG00010000294
0,0,0,0,0,0,0,0,ENSGALG00010000295
0,0,0,0.022583860907570495,0,0.06796101779530199,0,0.04183669855547182,ENSGALG00010000296
2.977336635777309,0.616730563302346,1.9772307841227963,0.7796518468271184,0.8060897386398983,0.6354253120290474,3.3119043242334305,0.7823336994141833,ENSGALG00010000298
1017.3660784563646,96.37336142700192,1215.7452846811766,95.98223008848034,790.6421280121446,39.65587171099321,1254.6869956019293,102.20287090116211,ENSGALG00010000301
19.1022448723062,49.33910750303118,13.20136042331611,48.638844256288024,18.16429283235921,18.357139581174614,23.692033082056554,54.393684793335574,ENSGALG00010000302
0,0,0,0,0,0,0,0,ENSGALG00010000304
201.28207326087087,197.4464417453257,232.21211952084914,186.25042478623536,120.79254733518876,127.9682530251814,195.3101765118812,180.20252643171435,ENSGALG00010000303
1.549145468302881,1.2224480808314357,3.919153875671971,1.5453813392466098,3.834684042386945,4.185427824507813,1.1253715713976862,2.075548498693068,ENSGALG00010000306
39.385054278886805,25.692129156457295,35.33881121792354,24.385593675230403,18.19850054014143,23.449430843523057,36.71763177865332,27.42732411189379,ENSGALG00010000307
16.782409239947878,9.304188170772594,21.33761554532518,10.291810446788187,13.980618904535735,5.086457425617133,24.617503124324383,9.115315964087852,ENSGALG00010000308
22.455503118518823,3.2299545621968213,0,0,0.3078301410173006,0,0,0,ENSGALG00010000309
0,1.8944745127021205,0,2.208843484891751,0,0.7669632139150443,0.824879685841236,2.2033264438193254,ENSGALG00010000312
0,0.01940393779097517,0,0,0,0,0,0.019880732746102185,ENSGALG00010000319
0,0,0,0,0,0,0,0,ENSGALG00010000318
0,0,0,0,0,0,0,0,ENSGALG00010000322
18.02304173018044,7.287036835660854,15.903812828813795,5.125012777231635,17.103725676313584,7.150018714030922,28.699505891266334,10.034911626830159,ENSGALG00010000324
0,0,0,0,0,0,0,0,ENSGALG00010000326
76.893344657946,18.417868729614526,65.87311596311461,14.269131337968696,95.99027078266248,22.114653441055733,95.98190511513886,22.14245345131614,ENSGALG00010000323
0,0,0,0,0,0,0,0,ENSGALG00010000332
17.451597928636534,15.767085450723824,10.152474801740725,13.599355785370166,1.3695300151381946,12.689154198110987,1.9292084081103191,13.49617742992537,ENSGALG00010000331
0,0,0,0,0,0,0,0,ENSGALG00010000336
5.192992341956927,7.0998679496876616,4.959833153392777,6.610797951221608,3.4754080892631207,6.605689342195058,5.71163161001274,7.6988979963210635,ENSGALG00010000338
0,0,0,0,0,0,0,0,ENSGALG00010000339
272.51266138543497,90.12346514151757,189.96709025356589,76.6201775602159,208.73604711390811,41.27618047926212,220.65987330886122,80.76805798114805,ENSGALG00010000340
0,0,0,0,0,0,0,0,ENSGALG00010000343
171.88462787807,66.59021146332297,150.50471682316208,66.08150455045708,168.21086498708368,45.67504324395579,224.06627219649377,68.68258923823453,ENSGALG00010000341
0,0,0,0,0,0,0,0,ENSGALG00010000345
20.593981299694086,19.892893991927583,23.87931540468778,16.86850224456574,14.13826386547709,15.214092240421575,28.9858315719048,23.830686282446454,ENSGALG00010000346
0,0,0,0,0,0,0.16549581932318916,0,ENSGALG00010000348
0.25605710219882327,0,0,0,0,0,0,0,ENSGALG00010000349
0,0.43081870690094654,0,0.23827465583097507,0.8868762653097558,0.7887370104921722,0,0.5738262597024736,ENSGALG00010000351
0,0,0,0,0,0,0,0,ENSGALG00010000352
643.8635852633848,51.95404343533602,696.139707166234,55.18701641950197,688.3707233120783,34.079264751634796,891.7690506786507,61.528382757593,ENSGALG00010000353
0.4288291953779601,0.4737515053741204,1.0125610935992173,0.34935956458170186,2.3220405100959005,1.6145248944980797,0.4543022491224801,0.1964684177261863,ENSGALG00010000356
0,0.14173311082103604,0.5301270942937932,0,0,0.11794683885489006,0,0,ENSGALG00010000360
0,0,0,0,0.4142405601343922,0,0,0,ENSGALG00010000362
0,0.11573472954617144,0,0.12801975591392034,0.39708266711107415,0.9631161989334217,0,0.5336035724042574,ENSGALG00010000363
4.24423415973392,1.1163909413985715,3.6745795851049228,1.0620086372448163,3.3706697632853277,1.374969313226184,4.316493698511673,1.7843638486638562,ENSGALG00010000366
190.5374088067215,33.33090322808031,184.30751978280878,31.46008194968702,199.8620650352761,25.712410870366032,248.31568368883728,30.132275805614007,ENSGALG00010000367
0,0,0,0,0,0,0,0,ENSGALG00010000369
0,0,0,0,0,0,0,0,ENSGALG00010000373
91.67227864863489,42.34157247763715,83.843471677297,37.31488200046027,59.818198638732675,17.495889511935488,109.46029853632174,38.95372695726161,ENSGALG00010000377
19.276416241098598,27.445509916236883,17.678924647891012,26.488125011011984,28.491344053248792,30.81483206205648,22.086731775094776,30.501131659814344,ENSGALG00010000376
44.2525733577304,62.543070662863336,49.252438783210636,57.793758512583906,20.340456878358545,41.44973960479248,35.91316374963045,65.75891866561692,ENSGALG00010000350
150.64104209014224,43.83951738154115,120.4576719947914,45.322304449284196,88.5117803749228,15.15413522666622,165.0221588747814,36.79717968550969,ENSGALG00010000382
0.23471901034892134,0.03704388123731624,0.27711189019902827,0.04097602035881162,1.525158425949353,0.1849620882042594,0.596787954529076,0.03795412615164962,ENSGALG00010000381
162.18455233507956,51.731692642680855,180.53206871284345,48.02363774386354,150.065981816245,36.01372060720414,175.5402427510879,50.14678457988161,ENSGALG00010000384
8.45882604914589,3.6013708540049922,7.664123134647411,5.477518302440761,8.841077097725456,3.0357269714794324,10.378426714000884,5.518891410317967,ENSGALG00010000386
1168.0556831003723,248.07546387005937,819.3644369404868,223.745461567255,97.30510757556873,110.95259131079509,430.64218798818126,236.13539126510332,ENSGALG00010000388
0.5138127589727631,0.3892371998667259,0.6066130929729973,0.358795004136858,0,0.4858705600589501,0.130640149250146,0.5815856146620938,ENSGALG00010000387
0,0,0,0,0,0,0,0,ENSGALG00010000391
0.15510843237075153,0.012239780533981837,0.18312275097007125,0.08123406288905834,0.08398869930134109,0.30556940729614823,0,0.06270268650835734,ENSGALG00010000404
0.3681137746462292,0.13555859906249584,0.28973282777244935,0.2570535296964658,0.6644254528888272,0.9991615378638014,0.3119841980112398,0.5158754889206397,ENSGALG00010000402
43.44729819148309,26.715876831657127,46.249018915975746,33.28194830615016,70.70657836776694,24.259088901947155,60.9684062052233,29.215079541651402,ENSGALG00010000406
0.4328229480706536,0.11384848249885317,0.3406637439466517,0.23927324577392212,0.39061100548179006,0.43581288303308613,0.45853323630871967,0.16330436583992666,ENSGALG00010000405
0,0.24448961616628717,0,0,0,0,0,0,ENSGALG00010000408
7.155406320105685,19.717268814149534,8.785662883723464,21.635338749452536,5.8892953537813355,25.787046976246494,4.912129953675813,21.08110659578832,ENSGALG00010000407
0,0,0,0,0,0.17799510796813298,0,0.024349670240669505,ENSGALG00010000411
93.64163661434667,91.64064462820707,104.0099196823701,85.64276265358369,80.61412459714408,77.48315976147762,117.78649418207092,108.45809892035872,ENSGALG00010000412
0,0,0,0.01500370232278262,0.09307485539774138,0.22575123109535128,0,0.06948605619996881,ENSGALG00010000414
