f1_wt_adult_rpf,f2_wt_adult_rpf,m1_wt_adult_rpf,m2_wt_adult_rpf,m3_wt_adult_rpf,m4_wt_adult_rpf,gene_id
0,0,0,0,0,0,ENSGALG00010000101
191.42570871444664,263.0748964312095,288.92285784521164,30.702560538302016,21.167339920018318,28.045047820452528,ENSGALG00010000106
0.6021923121382219,0.859524073747912,2.5185592631668285,0.2872175018099221,0.20757649469953446,0.138362664768836,ENSGALG00010000105
0,0,0,0,0,0,ENSGALG00010000107
0,0,0,0,0,0,ENSGALG00010000111
0,0,0,0,0,0,ENSGALG00010000118
10.610697086376696,13.338548528066971,25.574242654933467,11.818786403526444,2.879383095245591,3.1752326770453743,ENSGALG00010000121
52.26195624466072,40.70158562329322,44.79710809576074,35.65173975800914,14.34207692592762,20.420825239323516,ENSGALG00010000123
43.08289183817804,43.13481663805561,65.53539196488987,17.64457356650173,11.3353265204343,14.813710733492332,ENSGALG00010000124
0,0.17279316671555958,0,0,0,0.07595781043203394,ENSGALG00010000125
31.74998796920768,34.98954963541492,74.58462842423934,8.975760907987553,10.436282556121624,9.515356820417882,ENSGALG00010000126
59.724660913271855,81.68231915532068,81.23751022145647,42.28403274135772,14.724608981324474,19.735249337440308,ENSGALG00010000127
50.62498081704374,52.403454923918794,72.22641799766885,22.329134936946918,14.145281076941071,18.85381366080842,ENSGALG00010000131
30.02585069148801,47.28716249258108,40.885740557406095,23.489223326774507,11.264778651425708,16.348640259441236,ENSGALG00010000133
20.92838402955845,27.196544585026533,47.0510506414594,18.760961615364447,9.621389213896434,11.106380549804197,ENSGALG00010000134
6.4799975445815985,7.602298315774306,20.129666883128717,1.5719710995610632,1.0931918717649807,1.3404241781806057,ENSGALG00010000137
1.907607972816141,2.1465585903819395,2.250267639374145,3.227476895234067,0.5497372918358381,0.637568577901734,ENSGALG00010000138
11.538920186228268,9.522484418692306,11.826957512764913,6.434231627416872,8.55880833902455,4.135128569202027,ENSGALG00010000142
38.2112877321765,53.11160972018796,66.65758181785131,19.118567427094014,16.90890799704264,18.80748979431995,ENSGALG00010000140
2.612228112334558,3.792355290546755,3.7291235183323854,2.2711656753204217,2.371091583362712,2.1247022205988437,ENSGALG00010000143
0,0,0,0,0,0,ENSGALG00010000144
44.46501811622863,57.63120343195396,66.48017330144665,37.53012295171463,21.675356078098755,23.91270058504072,ENSGALG00010000141
47.51090636678525,37.823698172327106,61.77526178337493,28.99560137425659,23.187166628083798,24.87816164936791,ENSGALG00010000145
39.40694529508518,57.24804515777066,60.63169480388062,31.763194447806992,18.011481968306494,20.84631896814386,ENSGALG00010000146
49.988552486772335,77.95637770586777,112.43856787576182,11.228364996864737,4.149282449236048,6.51587800117539,ENSGALG00010000148
32.16722919041584,31.14090367317933,43.35186459102742,18.83655024474033,6.701920442538581,9.805716787635166,ENSGALG00010000147
38.910109223017095,68.87878355530236,91.45791000720043,40.76082086671766,11.151164593897915,19.72015418935466,ENSGALG00010000149
8.981168144948345,11.355909077829685,24.332677235499506,6.166204626939317,4.081133989600184,4.903569276802727,ENSGALG00010000150
5.859134835678159,9.875524182997388,10.604399230866992,1.296676668419659,0.4676155499082219,0.7771216595216467,ENSGALG00010000152
0.038207532692108484,0.09063490631495388,0,0,0,0,ENSGALG00010000151
19.215069379961406,19.80380423161156,15.630246805936258,21.423796927578376,22.764662729383108,19.011838811083,ENSGALG00010000153
12.91534943678911,19.668488331024637,33.343264234105085,5.260533207192534,2.0196197920538213,2.8542991389906294,ENSGALG00010000155
0.29999988632322216,0,0,0,0,0,ENSGALG00010000154
0,0,0,0,0,0,ENSGALG00010000156
0,0,0,0,0,0,ENSGALG00010000157
0.2736485449569932,0,0,0,0,0,ENSGALG00010000159
19.5618857914402,35.56100147041819,33.43822239761969,8.298633838702214,5.734499544933895,8.508012222858014,ENSGALG00010000161
0,0,0,0,0,0,ENSGALG00010000167
389.3094551308026,244.79527825800807,289.4107008992549,216.27615624755686,159.33539898469948,161.44857758921668,ENSGALG00010000166
23.148850149536184,19.633175452996547,24.13074630408457,11.047825933118467,9.083862920696989,10.711469570281698,ENSGALG00010000171
2.899998901124481,3.716404142066669,4.995543648352479,1.5687365911257525,1.9534580169150733,1.4859598322296415,ENSGALG00010000174
0,0,0,0,0,0,ENSGALG00010000172
64.89756577028258,87.44958075205363,66.66510307753765,42.376931750215405,31.39009398298157,35.51604184933395,ENSGALG00010000173
5.072643368441256,2.9360987185996588,2.828720479446457,3.189620718047247,1.8678162552269468,0.7828677736512033,ENSGALG00010000175
36.46203975513269,51.896576267660656,55.62106343686808,46.37548667975905,24.77183551782715,28.78348885550086,ENSGALG00010000177
25.422544714645873,42.29300574022794,22.400391501042623,24.829027217931195,9.365167435917668,12.336951982398555,ENSGALG00010000176
0,0,0,0,0,0,ENSGALG00010000178
0,0,0,0,0,0,ENSGALG00010000180
0,0,0,0,0,0,ENSGALG00010000185
0,0,0,0,0,0,ENSGALG00010000184
0,0,0,0,0,0,ENSGALG00010000188
34.60961061935089,46.15953144769692,43.46945112808636,34.806306545997494,34.80290530919041,34.867822798003324,ENSGALG00010000186
0,0,0,0,0,0,ENSGALG00010000190
51.531195943271484,92.25131226846037,96.5144424428787,61.94521473822809,32.8124174883926,41.905882049712,ENSGALG00010000191
0,0,0,0,0,0,ENSGALG00010000192
2.863635278539848,2.5069554053109298,2.851578826755115,1.1247267968239931,0.8027909658555095,0.2843942262640462,ENSGALG00010000189
18.46260982652727,23.444605569112166,24.712794822897365,11.75305494998926,7.9453797461774265,9.231516321229893,ENSGALG00010000196
0,0,0,0,0,0,ENSGALG00010000197
0,0,0,0,0,0,ENSGALG00010000198
8.691992066035352,14.711874816227784,11.790054453080312,5.516487907392363,2.942014688094611,4.139965022874499,ENSGALG00010000200
0,0.06982049469029879,0,0,0,0,ENSGALG00010000201
3.708432329730433,2.720139176271688,2.9931270769506697,2.556820463141488,2.402569589379621,3.9434000620678815,ENSGALG00010000202
0,0,0,0,0,0,ENSGALG00010000203
0,0,0,0,0,0,ENSGALG00010000204
41.76202383547631,70.48982203883128,72.8558194918462,37.74066591722383,17.899054665058888,22.701487134249327,ENSGALG00010000205
0,0,0,0,0,0,ENSGALG00010000206
0.8416243662279312,0.8167415046391625,1.457752954382747,0.39596249359220737,0.24569043413462063,0.2659480012607737,ENSGALG00010000210
0,0,0,0,0,0,ENSGALG00010000211
0,0,0,0,0,0,ENSGALG00010000213
92.11403964602457,114.904790675615,82.47843555889759,111.40688496407213,86.81286573181968,90.53126339524637,ENSGALG00010000215
45.16988084328882,69.79997601430817,72.01691424713172,35.08864061520231,19.46358504972133,22.753859686644223,ENSGALG00010000221
3.952538609245126,2.6330167302459198,4.227046260836993,2.3117222052368573,1.1011544531654447,1.1292123689895952,ENSGALG00010000223
20.895777959107804,26.808525250562102,12.989948377550979,10.339559339368043,7.085224595004947,2.2607397519475065,ENSGALG00010000224
0.29779400480613966,0.23547304091630178,0.5535417722524635,0,0.05312587274043813,0.05175556691202312,ENSGALG00010000225
20.026235505526692,24.947132776856368,35.40526573130811,13.461630963091977,12.873484963511691,12.541431849510133,ENSGALG00010000226
12.524561728147237,24.85125306965224,32.310201249742065,10.56310059676148,2.975663045403731,3.875385050741893,ENSGALG00010000227
0,0.07900740188639073,0,0,0.10695077012219781,0.034730709375173405,ENSGALG00010000228
0,0,0,0,0,0,ENSGALG00010000229
90.59823156622394,141.95757689228725,267.45666590064263,78.54176411462971,22.677684682866328,88.40149993700207,ENSGALG00010000230
0.0836776542430475,0.09924896765893712,0.34996649237449134,0,0.08956758709958164,0,ENSGALG00010000231
177.87430445867832,250.56224804074745,340.61177665370053,90.05261575374935,51.19305204375083,55.443476152286884,ENSGALG00010000232
1.3806812950102838,0,0,0,0,0,ENSGALG00010000234
0.29670318427571424,0.2639368150929976,0.10340890250870198,0,0.3175876348439378,0.11602346868189799,ENSGALG00010000233
66.61953997373293,52.21358733361474,91.647263858147,58.09458411421321,47.74861049088422,54.62687575462058,ENSGALG00010000235
0,0.05651352981991243,0,0,0,0,ENSGALG00010000238
0,0,0,0,0,0,ENSGALG00010000239
0,0,0,0,0,0,ENSGALG00010000242
0,0,0,0,0,0,ENSGALG00010000241
0,0,0,0,0,0,ENSGALG00010000244
0,0,0,0,0,0,ENSGALG00010000246
0.7060219194769967,0.4948292428764123,1.2079667518092587,0.9030737299380118,0.3091572182296177,0.2509857919980836,ENSGALG00010000247
0,0,0,0,0,0,ENSGALG00010000248
0,0,0,0,0,0,ENSGALG00010000252
0,0,0,0,0,0,ENSGALG00010000253
0,0,0,0,0,0,ENSGALG00010000254
641.9247567601146,472.35892007810133,765.3637571010728,403.25425290128936,383.17212800283465,326.95026729663243,ENSGALG00010000255
0,0,0,0.14273345334997548,0,0,ENSGALG00010000256
0,0,0,0,0,0,ENSGALG00010000257
0,0,0,0,0,0,ENSGALG00010000258
0,0,0,0,0,0,ENSGALG00010000259
0,0,0,0,0,0,ENSGALG00010000260
0,0,0,0,0,0,ENSGALG00010000261
84.70364961407509,69.94388292794625,0.804673550162726,0,0.4118832508902377,0,ENSGALG00010000262
0,0,0,0,0,0,ENSGALG00010000265
0,0,0,0,0,0,ENSGALG00010000266
33.12448382227197,34.83710742323368,29.61827619750853,34.707500506021866,28.032994766598314,26.8930433439296,ENSGALG00010000263
0,0,0,0,0,0,ENSGALG00010000268
31.643849902008924,39.74375412335146,77.32737888031153,18.594287302992115,7.123486588326573,8.802946859123237,ENSGALG00010000267
0,0,0,0,0,0,ENSGALG00010000269
0,0,0,0,0,0,ENSGALG00010000270
106.26193578284072,145.8353633286902,82.60699429985567,84.05025115667063,74.11154682990653,83.0741930788579,ENSGALG00010000271
2.087628074929639,2.5999136785707138,5.3841923929917455,1.7725189589122814,2.2066406316621157,1.415007870625622,ENSGALG00010000272
0,0,0,0,0,0,ENSGALG00010000275
0,0,0,0,0,0,ENSGALG00010000277
2.5734365248663904,6.90524692487055,4.528663624240467,0.4093674738440269,1.3095527630518,1.407751420007029,ENSGALG00010000279
0.11312844875317037,0,0,0.8233088859432942,0.030272843684495468,0,ENSGALG00010000280
0,0,0,0,0,0,ENSGALG00010000278
0,0,0.1166554974581638,0,0,0,ENSGALG00010000283
0,0,0,0,0,0,ENSGALG00010000282
3.7499985790402772,9.636952230093092,8.538894375672262,1.4555287958898735,1.605581931711019,1.3686472138957226,ENSGALG00010000284
31.715624804422863,35.92136785085354,37.70017349001677,22.400092591475428,19.898687547107055,27.853240579962527,ENSGALG00010000281
0.5031053994240372,0,0.17534553034084246,0,0.06731477042887812,0,ENSGALG00010000285
17.105816069049162,23.174725675688673,29.743917411051967,9.443449304202321,5.8695742429602,6.459783549292882,ENSGALG00010000286
6.749997442272499,4.5407637143859985,5.266908653894709,7.478593850523715,4.421341289562433,4.412355197036956,ENSGALG00010000287
34.50763998549512,28.91993388233274,73.8413427413924,17.10988951903198,4.349816355808934,12.246000873020327,ENSGALG00010000289
3.5676659709648932,5.86272248328619,12.531510141317826,3.9260597097797225,1.9520620877421617,2.8889386916482827,ENSGALG00010000288
45.75517297374334,93.99529739164846,109.99200627463658,24.885009621079114,15.450253813454477,22.06613817519668,ENSGALG00010000292
0,0,0.10455789031435421,0,0,0.039104206111306355,ENSGALG00010000293
0.16330638973239917,0,0.22766637407157772,0,0,0.08514625524236062,ENSGALG00010000294
0.07584266789070222,0,0,0.2943766104046935,0.16236221781347382,0.03954357921368058,ENSGALG00010000295
0,0,0,0.04102221032257472,0.022625632649372396,0,ENSGALG00010000296
9.486482891842432,14.858136743943943,17.972653578359264,4.720633932615805,1.497096666054869,2.060897349109389,ENSGALG00010000298
845.3451342249631,664.2137911606707,905.433309071284,560.1933372981243,967.3120271580618,811.0567840267768,ENSGALG00010000301
2.283833721069642,4.514708679222327,7.429113259177799,1.9206413810426526,2.037157526137101,2.222765400011098,ENSGALG00010000302
0,0,0,0,0,0,ENSGALG00010000304
29.990936911614185,35.11633818464903,40.691046554751786,25.137986117980795,19.88153350611817,20.27890192096332,ENSGALG00010000303
6.2196405003796595,12.866919735783632,17.240849270763338,2.526382124294566,2.7868314957555542,4.18554663269947,ENSGALG00010000306
17.504230655384617,18.726093355581153,20.814108843086277,21.48138472917131,13.133796267661536,11.721320086075472,ENSGALG00010000307
12.515620257546924,15.344993166379,22.545295099032625,7.232158704577809,1.8815413262238503,2.7128542989718785,ENSGALG00010000308
7.338299971644872,17.84842444083014,0,0,0,0,ENSGALG00010000309
5.619107818436269,5.1557500372354665,6.5033912928509325,1.9546761054751443,5.730918753633441,3.7589174042072497,ENSGALG00010000312
0,0,0,0,0,0,ENSGALG00010000319
0,0,0,0,0,0,ENSGALG00010000318
0,0,0,0,0,0,ENSGALG00010000322
12.417161711646711,18.90491955182603,19.80799853091724,9.603871410361819,4.403314465640752,5.698543979038948,ENSGALG00010000324
0,0,0,0,0,0,ENSGALG00010000326
116.40493447824747,149.43260359528077,170.4416753108284,92.54685314466164,47.64401073697724,63.49576867917141,ENSGALG00010000323
0,0,0,0,0,0,ENSGALG00010000332
26.035704420193923,24.41038487017238,26.04131619176283,13.073024960635372,6.812254767402467,9.566963731884503,ENSGALG00010000331
0,0,0,0,0,0,ENSGALG00010000336
4.061439138994469,5.314772872658902,8.054501889470169,3.1824273672846384,1.7960747032699536,2.1772426622990064,ENSGALG00010000338
0,0,0,0,0,0,ENSGALG00010000339
75.29417036435456,90.76510010303062,79.85681081246588,46.79002375074711,41.913671974224116,39.140933818703715,ENSGALG00010000340
0,0,0,0,0,0,ENSGALG00010000343
32.50108900618432,48.847689412989645,51.486700349508865,30.18138344605125,21.11835353571002,22.12402286729108,ENSGALG00010000341
0,0,0,0,0,0,ENSGALG00010000345
3.5752953811443358,6.343098710499073,8.795893740094785,4.198142402388597,2.138592253996391,2.0207707698172115,ENSGALG00010000346
0,0,0,0,0,0,ENSGALG00010000348
0.25103296272914255,0,0.1166554974581638,0,0.04478379354979082,0.2617719582657698,ENSGALG00010000349
0.8920701465558368,0.9522654253795816,1.2436401050606007,1.558121133926164,0.19097230024756612,0.09302322158636754,ENSGALG00010000351
0,0,0,0,0,0,ENSGALG00010000352
417.18148254545105,613.5912349001819,767.96136718857,292.74891473270975,123.95594257162726,135.9359964944287,ENSGALG00010000353
0.3036331029395934,0.11081084278414201,2.246728369730587,0.7252461820350926,0.3250053391179744,0.4140445352961849,ENSGALG00010000356
0.14673907483201085,0.3480905822240983,0.20456978539764956,0,0,0,ENSGALG00010000360
0.1249999526346759,0.1482608035398937,0.3485263010478474,0,0,0,ENSGALG00010000362
1.437869277643846,0.8527189410696845,1.6704515020636472,1.3952406209121864,1.0260523587265684,0.5622675789968903,ENSGALG00010000363
26.121565444410695,22.318328357532767,35.256061234079844,9.824819372256645,2.449612159511161,4.483591851392249,ENSGALG00010000366
51.3586761912038,42.29300574022794,63.82577304406666,21.975320624902547,11.753906858775776,16.117733649355838,ENSGALG00010000367
0,0,0,0,0,0,ENSGALG00010000369
0.14835159213785712,0.35191575345733017,0.31022670752610587,0,0,0.07734897912126533,ENSGALG00010000373
45.353915398639934,44.078436647927944,73.06129436685043,10.52396382196779,15.30263902891991,14.789298625916539,ENSGALG00010000377
7.245658135630293,7.535766075786054,5.201371152353588,8.001521785148936,6.988783034527169,8.302726165395262,ENSGALG00010000376
26.19824044253126,33.878872349162386,42.046803855640306,21.93515611450104,15.367175809928568,17.40088990329043,ENSGALG00010000350
35.43748657193062,29.60870495521705,55.731158259797596,9.486032497351244,7.0071194217991675,6.462307165118474,ENSGALG00010000382
0.8437496802840623,0.5458693221241541,3.101091974096187,1.5630394455862844,0.49262172904769896,0.5599011329573409,ENSGALG00010000381
34.53660108652495,47.16654797843793,40.901070793835565,37.25695283211654,20.651323507479916,24.341906443586105,ENSGALG00010000384
1.526785135752113,1.181850405360867,1.501152568084657,0.8109374719957867,0.2752426168647461,0.36031732773989433,ENSGALG00010000386
607.1622699324113,611.2644669146279,556.1434185820501,399.2151604926951,385.6407102228404,490.7773387999504,ENSGALG00010000388
10.208951355476815,14.817228962733259,14.185540641156415,7.006090099619167,4.007963851920417,4.482392581116908,ENSGALG00010000387
0,0,0.09347890855919085,0,0,0,ENSGALG00010000391
17.3354127053106,6.523104239851595,13.708991976635481,10.378157134148447,2.1702484183327915,1.4932031645256032,ENSGALG00010000404
0.1603959788262772,0.332926240028197,0.05590223838589235,0.15564070292683796,0.9228121894636104,0.8571951715884384,ENSGALG00010000402
30.724126288964477,18.956933087100893,53.32452406032065,33.351685685131756,35.087501697305456,37.863658882947675,ENSGALG00010000406
5.11553938873038,8.695780912627386,15.87356749231075,2.813626968073498,1.1733458179646008,1.2905753704953844,ENSGALG00010000405
0,0,0,0,0,0,ENSGALG00010000408
43.63335529080999,43.43254015201237,48.05074963892228,24.82298474191402,16.09382674159065,16.897893777105157,ENSGALG00010000407
0,0,0,0,0,0,ENSGALG00010000411
41.53512803136368,52.41043088969674,69.08837979174038,17.38961639690154,12.776687528463965,16.157658071486427,ENSGALG00010000412
0,0,0,0,0,0,ENSGALG00010000414
1.0499996021312774,0.6226953748675536,0.993299957986365,0.9460937173284177,1.364744641954366,1.759689275008786,ENSGALG00010000423
1.4600307947235187,0.8031180831251923,1.8289436612981083,0.7802364391760763,0.6455043346142263,0.6067894051754434,ENSGALG00010000422
8.930577378251636,11.464246453032144,10.04211171585413,3.8158100647239963,1.2981610718280563,2.5676772724266135,ENSGALG00010000428
11.500404807537924,14.230125307354381,6.468556880331571,8.104269989553764,9.383194243301345,6.272673062142613,ENSGALG00010000431
18.4931436774589,37.72729707612419,34.2462898276193,17.825243061993792,10.62323387693729,13.161511563764345,ENSGALG00010000432
0,0,0,0,0.10783759242835203,0,ENSGALG00010000433
29.405573963942427,36.666158509488405,56.91174955248865,26.44339682107374,26.460075637891833,24.654369948793313,ENSGALG00010000434
10.124996163408749,13.663443338475004,8.497995881161545,8.722033524350287,6.497077395858684,7.083647132560878,ENSGALG00010000435
0.7689870503854745,0.7817875282501447,1.531498935888371,0.3908608068528864,0.2939695670628222,0.30547951247892124,ENSGALG00010000436
0,0,0,0,0,0,ENSGALG00010000437
9.63349149528211,13.68029783342864,8.587958757858608,7.376563412179746,9.32952219542762,7.722131575766711,ENSGALG00010000440
109.31657945658345,121.34495073900563,171.16758587752892,65.26487154427629,34.38878608544514,40.0280966952548,ENSGALG00010000441
116.94105516481518,104.24675075288296,132.13708672292577,72.32301590258034,38.81137056916113,40.57419668659002,ENSGALG00010000442
1.3686201710538723,1.6564310464457093,2.6088996355678176,0.7859855497805317,1.7639255291142437,2.3446342615979137,ENSGALG00010000443
12.73893089474188,12.983521958889785,9.906006236210313,18.51082933360894,14.5263714074508,15.397744720414078,ENSGALG00010000444
0.08862141062064549,0,0.3706428496920215,0,0.4505818003105868,0.34654712199297755,ENSGALG00010000445
8.494700170995475,6.360765406107728,13.816261904462442,5.370346182292828,2.4109241400427646,3.086912541752701,ENSGALG00010000447
0,0,0.2362395848106748,0,0,0,ENSGALG00010000448
61.52315850565825,59.21590406402824,120.67311279062297,46.230240973454904,26.424229546118575,30.714576436516992,ENSGALG00010000449
2.736485449569932,3.489137694117904,5.054808818913544,2.1242852696771126,1.098413314768518,1.1949241360701555,ENSGALG00010000450
0,0,0,0,0,0,ENSGALG00010000451
3.493968991454596,4.055029250065145,6.808871892456091,1.8956979864836572,0.74395934590877,1.625835359841142,ENSGALG00010000452
510.4596749962758,657.5944073808073,1167.22512971572,386.5290779348338,236.90308587200968,438.3432291659387,ENSGALG00010000453
0,0,0,0,0,0,ENSGALG00010000454
0,0,0,0,0,0,ENSGALG00010000459
12.82900107351791,19.920180781848213,16.25146081503227,12.973426174048093,5.660033634637065,7.707125726744714,ENSGALG00010000458
9.774996296031654,7.383388016286706,8.085810184310057,9.242607853900696,7.62651417562734,8.355265372449123,ENSGALG00010000457
2.0769222899299997,2.155483989926147,4.463817624958969,3.610831051342186,0.9262972682948186,0.7670440429525478,ENSGALG00010000462
0,0,0,0,0,0,ENSGALG00010000461
19.083518114443216,21.58322020195964,73.04838230925193,11.771672980583999,12.535747409223013,15.326325943624909,ENSGALG00010000465
25.65670669600094,25.213187993038044,22.565777521575555,20.822751505379756,21.477653825313446,23.672635819023668,ENSGALG00010000466
2657.1995425772275,1484.1167112679254,2359.8945641510873,881.4266522538818,676.818948306787,1249.4567342353591,ENSGALG00010000467
152.19637090076324,100.83852652191915,174.42496630655305,80.00210060266126,45.63006507710869,55.09503325325128,ENSGALG00010000468
0.8842791409090609,0.39331195698901933,0.7088477061704581,0.08580628272713227,0.21296747238306635,0.2766323751105515,ENSGALG00010000469
5.655403262444525,7.659874379644887,5.696992077668597,3.717499221934947,5.838676997613989,4.299348931372817,ENSGALG00010000470
4.104728174354897,3.2457094829003763,5.001823401524513,2.3603169663079027,1.4482782965096015,3.5510846630807933,ENSGALG00010000471
21.67346117518789,19.06210331227205,21.893141931128046,12.921531147185613,9.731792524860667,11.611555079989948,ENSGALG00010000475
89.18178438881242,92.069958998274,142.7215202790935,71.55247239794991,61.19456589725862,64.5219400836555,ENSGALG00010000479
0,0,0,0,0,0,ENSGALG00010000481
243.1108667838747,299.4713877792579,548.9890807447871,198.0575916193545,59.859613497872736,82.84520685411228,ENSGALG00010000476
0,0,0,0,0,0,ENSGALG00010000482
50.501203357833354,83.91706478698855,133.14642056827654,39.635579374629494,13.54047305123284,21.63256155194175,ENSGALG00010000483
0,0.059304321415957484,0,0.19407050611864976,0.24083728975665283,0.1824862951860963,ENSGALG00010000486
6.178585254990942,7.360957613143642,6.1982144575213605,7.863413603508262,8.124578919269249,7.87678024051013,ENSGALG00010000485
11.961623374445683,20.946148407089634,34.53328274987113,6.808828309145303,3.8561970697082675,5.475498255725013,ENSGALG00010000491
1.0124996163408748,2.0015208477885653,2.35255253207297,2.456204843064161,0.8128258529287034,0.8798446375043931,ENSGALG00010000495
14.739790333125661,22.84184608333399,36.71902401080423,11.362036008732174,4.674209439970956,5.961396319417521,ENSGALG00010000501
6.827583619769884,12.055137060243771,10.167353471947548,4.968874165279223,2.9066569453389137,3.4384732959941795,ENSGALG00010000507
0,0,0,0,0,0,ENSGALG00010000502
0.2531249040852187,0,0,0,0,0,ENSGALG00010000509
2.2394109161421705,1.8084329542371977,3.6201631905311116,2.774066646284229,0.8160134052931297,0.9316002044164161,ENSGALG00010000511
0,0,0,0,0,0,ENSGALG00010000524
0,0,0,0,0,0,ENSGALG00010000525
2.373045975798925,1.9702470845418687,5.017553447311881,0.3837820067287752,0.5080161580804395,1.3403883149480988,ENSGALG00010000526
0,0,0,0,0,0,ENSGALG00010000530
0,0,0,0,0,0,ENSGALG00010000532
215.92407548482922,221.69654514044575,356.7949896395612,136.36996476997425,99.91364978696646,113.1144083407333,ENSGALG00010000529
11.309303787135306,18.162070559504805,27.95157967266929,5.535565445324172,3.5351898710572933,3.322246967314776,ENSGALG00010000546
208.4842493587867,292.3773856936753,336.5765306184875,94.67019980192374,54.86776702754552,69.27397659348021,ENSGALG00010000555
